crystallize,verb: cause to take on a definite and clear shape,Only after fifteen minutes of brainstorming did Samantha's ideas for the essay crystallize.,,,
culminate,verb: reach the highest or most decisive point,"Beethoven's musical genius culminated in the 9th Symphony, which many consider his greatest work.",,,
culpability,noun: a state of guilt,"Since John had left his banana peel at the top of the stairwell, he accepted culpability for Martha's broken leg.",,,
cumbersome,adjective: difficult to handle or use especially because of size or weight,"Only ten years ago, being an avid reader and a traveler meant carrying a cumbersome backpack stuffed with books--these days we need only an e-reader.",,,
cupidity,noun: greed for money,Some believe people that amassing as much wealth as possible is the meaning to life—yet they often realize that cupidity brings anything but happiness.,,,
curmudgeon,"noun: a grouchy, surly person","Since Uncle Mike was the family curmudgeon, each Thanksgiving he was plied with copious amounts of wine, in the hope that he would become less grouchy.",,,
dearth,noun: a lack or shortage,I am surprised by the dearth of fast food chains; this is America and I assumed they were on every street.,,,
debase,verb: reduce the quality or value of something,The third-rate script so debased the film that not even the flawless acting could save it from being a flop.,,,
debonair,adjective: having a sophisticated charm,"James Bond is known for his good looks, high tech gadgets, and debonair manner.",,,
debunk,"verb: expose as false ideas and claims, especially while ridiculing","Richard Dawkins tries to debunk religious belief, but his ridicule tends to push people away from his points rather than convince them.",,,
decimation,noun: destroying or killing a large part of the population,The decimation after atomic bombs were dropped on Hiroshima and Nagasaki is incomprehensible.,,,
decorous,adjective: characterized by good taste in manners and conduct,"Sally's parties are decorous affairs, and instead of the usual beer and music, there is tea and intellectual conversation.",,,
decorum,noun: propriety in manners and conduct,"""You will obey the rules of decorum for this courtroom or spend the night in a jail cell,"" said the judge to the prosecutor.",,,
decry,verb: express strong disapproval of,"The entire audience erupted in shouts and curses, decrying the penalty card issued by the referee.",,,
deferential,adjective: showing respect,"If you ever have the chance to meet the president, stand up straight and be deferential.",,,
defray,"verb: to help pay the cost of, either in part of full","In order for Sean to attend the prestigious college, his generous uncle helped defray the excessive tuition with a monthly donation.",,,
degrade,"verb: reduce in worth or character, usually verbally","Jesse had mockingly pointed out all of Nancy's faults in front of their friends, publicly degrading the poor girl.",,,
deign,verb: do something that one considers to be below one's dignity,The master of the house never deigned to answer questions from the servants.,,,
delegate,verb: give an assignment to (a person),"Since the senior manager had to go on many international business trips, she was forced to delegate many of her responsibilities to two lower-level managers.",,,
deleterious,adjective: harmful to living things,The BP oil spill in the Gulf of Mexico was deleterious to the fishing industry in the southern states.,,,
deliberate,verb: think about carefully; weigh the pros and cons of an issue,Emergency situations such as this call for immediate action and leave no room to deliberate over options.,,,
delineate,verb: describe in detail,"After a brief summary of proper swimming technique, the coach delineated the specifics of each stroke, spending 30 minutes alone on the backstroke.",,,
demean,verb: to insult; to cause someone to lose dignity or respect,"At first the soccer players bantered back and forth, but as soon as one of the players became demeaning, calling the other's mother a water buffalo, the ref whipped out a red card.",,,
demonstrative,adjective: given to or marked by the open expression of emotion,"When Sally told James that she wanted to break up with him, she expected he would react demonstratively, but he quietly nodded his head and left without saying a word.",,,
demur,verb: to object or show reluctance,"Wallace disliked the cold, so he demurred when his friends suggested they going skiing in the Alps.",,,
demure,adjective: to be modest and shy,The portrait of her in a simple white blouse was sweet and demure.,,,
denigrate,verb: charge falsely or with malicious intent; attack the good name and reputation of someone,"Count Rumford denigrated the new theory of heat, demonstrating that it was wholly inadequate to explain the observations.",,,
denote,verb: be a sign or indication of; have as a meaning,"Even if the text is not visible, the red octagon denotes ""stop"" to all motorists in America.",,,
denouement,noun: the final resolution of the many strands of a literary or dramatic work; the outcome of a complex sequence of events,"At the denouement of the movie, all questions were answered, and the true identity of the robber was revealed.",,,
derelict,"adjective: (of a person) not doing one's duties
noun: (of a building) abandoned","The teacher was derelict in her duties because she hadn't graded a single student paper in three weeks.
At one time the waterfront factories were busy and productive, but now they stand derelict and will be torn down.",,,
deride,verb: treat or speak of with contempt,The nun derided the students for trying to sneak insects and worms into the classroom.,,,
derisive,adjective: abusing vocally; expressing contempt or ridicule,"I was surprised by her derisive tone; usually, she is sweet, soft spoken, and congenial.",,,
derivative,"adjective: (or a creative product, e.g. music, writing, etc.) not original but drawing on the work of another person","Because the movies were utterly derivative of other popular movies, they did well at the box office.",,,
derive,"verb: come from; be connected by a relationship of blood, for example
verb: reason by deduction; establish by deduction","Many words in the English language are derived from Latin, including the word ""derive.""
From the multiple set of footprints in the living room, the investigator derived an important clue: Sheila was not alone in the room at the time of the murder.",,,
derogative,adjective: expressed as worthless or in negative terms,Never before have we seen a debate between two political candidates that was so derogative and filthy.,,,
desecrate,verb: to willfully violate or destroy a sacred place,"After desecrating the pharaoh's tomb, the archaeologist soon fell victim to a horrible illness.",,,
desiccated,"adjective: uninteresting, lacking vitality",Few novelists over 80 are able to produce anything more than desiccated works--boring shadows of former books.,,,
desideratum,noun: something desired as a necessity,The desideratum of the environmental group is that motorists should rely on carpooling.,,,
despite,preposition: even with (when an event is surprising because of some difficulty),We enjoyed our vacation despite the rain.,,,
despot,noun: a cruel and oppressive dictator,"The Emperor Claudius was regarded as a fair-minded leader; his successor, Nero, was an absolute despot.",,,
destitute,"adjective: poor enough to need help from others
adjective: completely wanting or lacking (usually ""destitute of"")","Jean Valjean, is at first destitute, but through the grace of a priest, he makes something of his life.
Now that the mine is closed, the town is destitute of any economic activity.",,,
deter,"verb: turn away from by persuasion
verb: try to prevent; show opposition to","His mother tried to deter him from joining the army, but he was too intoxicated with the idea of war to listen.
The government's primary job should involve deterring paths to war, not finding ways to start them.",,,
detrimental,"adjective: (sometimes followed by ""to"") causing harm or injury","Many know that smoking is detrimental to your health, but processed sugar in large quantities is equally bad.",,,
devolve,"verb: pass on or delegate to another
verb: grow worse (usually ""devolve into"")","The company was full of managers known for devolving tasks to lower management, but never doing much work themselves.
The dialogue between the two academics devolved into a downright bitter argument.",,,
diabolical,adjective: to be extremely wicked like the devil,"The conspirators, willing to dispatch anyone who stood in their way, hatched a diabolical plan to take over the city.",,,
diatribe,noun: a strong verbal attack against a person or institution,"Steve’s mom launched into a diatribe during the PTA meeting, contending that the school was little more than a daycare in which students stare at the wall and teachers stare at the chalkboard.",,,
dictatorial,adjective: expecting unquestioning obedience; characteristic of an absolute ruler,The coach was dictatorial in his approach: no players could ever argue or question his approach.,,,
didactic,adjective: instructive (especially excessively),"Tolstoy's The Death of Ivan Illyich is a didactic novel, instructing the reader on how to live a good life.",,,
differentiate,"verb: be a distinctive feature, attribute, or trait (sometimes in positive sense)
verb: evolve so as to lead to a new species or develop in a way most suited to the environment","Mozart's long melodic lines differentiate his compositions from other works of late 18th century music.
Animals on Madagascar differentiated from other similar animal species due to many years of isolation on the island.",,,
diffident,adjective: showing modest reserve; lacking self-confidence,"As a young girl she was diffident and reserved, but now as an adult, she is confident and assertive.",,,
dilapidated,adjective: in terrible condition,The main house has been restored but the gazebo is still dilapidated and unuseable.,,,
dilatory,adjective: wasting time,Lawyers use dilatory tactics so that it takes years before the case is actually decided.,,,
dilettante,noun: an amateur who engages in an activity without serious intentions and who pretends to have knowledge,"Fred has no formal medical training; while he likes to claim authority on medical issues, he is little more than a dilettante",,,
diligent,adjective: characterized by care and perseverance in carrying out tasks,"Michael was a diligent gardener, never leaving a leaf on the ground and regularly watering each plant.",,,
diminutive,"noun: to indicate smallness
adjective: very small","He prefers to be called a diminutive of his name: ""Bill"" instead of ""John William.""
When he put on his father's suit and shoes, his appearance was that of a diminutive youth.",,,
disabuse,verb: to persuade somebody that his/her belief is not valid,"As a child, I was quickly disabused of the notion that Santa Claus was a rotund benefactor of infinite largess—one night I saw my mother diligently wrapping presents and storing them under our Christmas tree.",,,
disaffected,adjective: discontented as toward authority,"After watching his superior take rations from the soliders, he quickly became disaffected and rebeled.",,,
discord,noun: lack of agreement or harmony,"Despite all their talented players, the team was filled with discord--some players refused to talk to others--and lost most of their games.",,,
discreet,adjective: careful to protect one's speech or actions in order to avoid offense or gain an advantage,"The professor thought that he was discreet, subtly wiping the stain off of his shirt, but as soon as he stepped off the podium a member of the audience pointed out the large ketchup stain.",,,
discrete,adjective: constituting a separate entity or part,"What was once known as Czechoslovakia has since split into two discrete, independent nations.",,,
discriminate,verb: recognize or perceive the difference,"Sarah couldn't discriminate between a good wine and a bad wine, so she avoided wine tastings.",,,
discursive,adjective: (of e.g. speech and writing) tending to depart from the main point,"Many readers find it tough to read Moby Dick since the author is discursive, often cutting the action short to spend 20 pages on the history of a whale.",,,
disenfranchise,verb: deprive of voting rights,The U.S. Constitution disenfranchised women until 1920 when they were given the right to vote.,,,
disheartened,adjective: made less hopeful or enthusiastic,"After the visiting team scored nine times, the home team's fans were disheartened, some leaving the game early.",,,
disingenuous,adjective: not straightforward; giving a false appearance of frankness,"Many adults think that they can lie to children, but kids are smart and know when people are disingenuous.",,,
disinterested,adjective: unbiased; neutral,"The potential juror knew the defendant, and therefore could not serve on the jury, which must consist only of disinterested members.",,,
disparate,adjective: two things are fundamentally different,"With the advent of machines capable of looking inside the brain, fields as disparate as religion and biology have been brought together by scientists trying to understand what happens in the brain when people have a religious experience.",,,
dispassionate,adjective: unaffected by strong emotion or prejudice,"A good scientist should be dispassionate, focusing purely on what the evidence says, without personal attachment.",,,
dispatch,"noun: the property of being prompt and efficient
verb: dispose of rapidly and without delay and efficiently","She finished her thesis with dispatch, amazing her advisors who couldn't believe she hadn't written 60 scholarly pages so quickly.
As soon as the angry peasants stormed the castle, they caught the king and swiftly dispatched him.",,,
dispensation,noun: an exemption from a rule or obligation,"Since her father is a billionaire, she is given dispensation from many of the school's policies.",,,
dissemble,"verb: conceal one's true motives, usually through deceit","To get close to the senator, the assassin dissembled his intentions, convincing many people that he was a reporter for a well-known newspaper.",,,
disseminate,verb: cause to become widely known,"Before the effects of anaethesia were disseminated, patients had to experience the full pain of a surgery.",,,
dissipate,"verb: squander or spend money frivolously
verb: to disperse or scatter","The recent graduates dissipated their earnings on trips to Las Vegas and cruises in Mexico.
Kathleen's perfume was overwhelming in the cramped apartment, but once we stepped outside the smell dissipated and we could breathe once again.",,,
dissolution,noun: a living full of debauchery and indulgence in sensual pleasure,"Many Roman emperors were known for their dissolution, indulging in unspeakable desires of the flesh.",,,
docile,adjective: easily handled or managed; willing to be taught or led or supervised or directed,Barnyard animals are considerably more docile than the wild animals.,,,
dog,verb: to pursue relentlessly; to hound,"Throughout his life, he was dogged by insecurities that inhibited personal growth.",,,
dogmatic,"adjective: highly opinionated, not accepting that your belief may not be correct","Bryan is dogmatic in his belief that the earth is flat, claiming that all pictures of a spherical earth are computer generated.",,,
doleful,adjective: filled with or evoking sadness,"No event is more doleful than the passing of my mother; she was a shining star in my life, and it brings me great sadness to think that she is now gone.",,,
dolorous,adjective: showing sorrow,Chopin's ballades are filled with sharp changes in moods--a dolorous melody can give way to a lighthearted tempo.,,,
doughty,adjective: brave; bold; courageous,I enjoy films in which a doughty group comes together to battle a force of evil.,,,
dovetail,"verb: fit together tightly, as if by means of a interlocking joint","Although Darwin's evolution and Mendel's genetics were developed in isolation from one another, they dovetail very well.",,,
dupe,"verb: to trick or swindle
noun: a person who is easily tricked or swindled","Once again a get-rich-fast Internet scheme had duped Harold into submitting a $5,000 check to a sham operation.
The charlatan mistook the crowd for a bunch of dupes, but the crowd was quickly on to him and decried his bald-faced attempt to bilk them.",,,
duplicity,"noun: deceitfulness, pretending to want one thing but interested in something else",A life of espionage is one of duplicity: an agent must pretend to be a totally different person than who she or he actually is.,,,
duress,noun: compulsory force or threat,The witness said he signed the contract under duress and argued that the court should cancel the agreement.,,,
ebullient,adjective: joyously unrestrained,Can you blame him for his ebullient mood? He just graduated from medical school.,,,
eccentric,adjective: highly unconventional or unusual (usually describes a person),"Mozart was well-known for his eccentricities, often speaking words backward to confuse those around him.",,,
eclectic,adjective: comprised of a variety of styles,"Joey was known for his eclectic tastes in music, one moment dancing to disco the next ""air conducting"" along to Beethoven's 9th symphony.",,,
economical,"adjective: avoiding waste, efficient","Journalists favor an economical style of writing, in which no unnecessary words are used and every sentence is as short as possible.",,,
edifying,adjective: enlightening or uplifting so as to encourage intellectual or moral improvement,"I recently read an article in the Times about whether good literature is edifying or not; specifically, does reading more make a person more moral.",,,
effervescent,adjective: marked by high spirits or excitement,"After the sales result, the manager was in an effervescent mood, letting several employees leave work early that day.",,,
efficacious,adjective: producing the intended result,"Since Maggie's cough syrup, which had expired five years back, was no longer efficacious, she coughed through the night.",,,
effrontery,noun: audacious (even arrogant) behavior that you have no right to,"The skateboarders acted with effrontery, skating through the church grounds and spray-painting signs warning trespassers.",,,
egotist,noun: a conceited and self-centered person,"An egotist, Natasha had few friends because of her inability to talk about anything except her dream of becoming the next American Idol.",,,
egregious,adjective: standing out in negative way; shockingly bad,The dictator’s abuse of human rights was so egregious that many world leaders demanded that he be tried in an international court for genocide.,,,
eke,"verb: To live off meager resources, to scrape by","Stranded in a cabin over the winter, Terry was able to eke out an existence on canned food.",,,
elaborate,"adjective: marked by complexity and richness of detail
verb: explain in more detail","Thomas, on returning from Morocco, replaced his dirty gray carpet with an elaborate one he'd brought back with him.
Most high school physics teachers find themselves elaborating the same point over and over again, since many concepts confuse students.",,,
elegiac,adjective: expressing sorrow,Few can listen to the elegiac opening bars of the Moonlight sonata without feeling the urge to cry.,,,
elicit,"verb: call forth (emotions, feelings, and responses)",Just smiling--even if you are depressed--can elicit feelings of pleasure and happiness.,,,
elicit,"verb: call forth (emotions, feelings, and responses)",Just smiling--even if you are depressed--can elicit feelings of pleasure and happiness.,,,
elucidate,verb: make clearer and easier to understand,Youtube is great place to learn just about anything--an expert elucidates finer points so that even a complete novice can learn.,,,
elude,verb: escape understanding,Even a basic understanding of physics can elude most high schools students.,,,
elusive,adjective: difficult to capture or difficult to remember,Many first time skydivers say that describing the act of falling from the sky is elusive.,,,
embellish,"verb: make more attractive by adding ornament, colour, etc.; make more beautiful","McCartney would write relatively straightforward lyrics, and Lennon would embellish them with puns and poetic images.",,,
embroiled,adjective: involved in argument or contention,"These days we are never short of a D.C. politician embroiled in scandal—a welcome phenomenon for those who, having barely finished feasting on the sordid details of one imbroglio, can sink their teeth into a fresh one.",,,
eminent,adjective: standing above others in quality or position,"Shakespeare is an eminent author in the English language, but I find his writing uninteresting and melodramatic.",,,
empathetic,adjective: showing understanding and ready comprehension of other peoples' states and emotions,Most discrimination and hatred is based on a lack of empathetic awareness of people that have the same aspirations and fears.,,,
empiricism,"noun: any method that derives knowledge from experience, used in experimental science as a way to gain insight and knowledge",Empiricism does not always lead to knowledge; an experience or experiment may raise more questions than it answers.,,,
emulate,"verb: strive to equal or match, especially by imitating; compete with successfully","To really become fluent in a new language, emulate the speech patterns and intonation of people who speak the language.",,,
enamor,verb: attraction or feeling of love,"She is completely enamored with Justin Bieber, and goes to all his concerts on the East coast.",,,
encumber,verb: hold back,The costume encumbered all my movements and caused me to sweat profusely.,,,
endemic,adjective: native; originating where it is found,"Irish cuisine makes great use of potatoes, but ironically, the potato is not endemic to Ireland.",,,
enervate,verb: to sap energy from,John preferred to avoid equatorial countries; the intense sun would always leave him enervated after he’d spent the day sightseeing.,,,
engender,verb: give rise to,The restrictions of the Treaty of Versailles were so severe that they engendered deep hatred and resentment in the German people.,,,
enjoin,verb: give instructions to or direct somebody to do something with authority,The government agency enjoined the chemical company to clean up the hazardous dump it had created over the years.,,,
enmity,noun: a state of deep-seated ill-will,"Charles rude remark toward Sarah yesterday was due to his illness, not due to any real enmity toward Sarah.",,,
enormity,noun: an act of extreme wickedness,The enormity of Pol Pot's regime is hard to capture in words--within months hundreds of thousands of Cambodians lost their lives.,,,
enthrall,verb: hold spellbound,"She was so enthralled by the movie that she never heard people screaming, ""Fire! Fire!"" in the neighboring theater.",,,
entice,verb: get someone to do something through (often false or exaggerated) promises,"Harold enticed his wife, Maude, to go on a vacation to Hawaii, with promises of luaus on the beach and all-you-can-eat seafood buffets.",,,
entrenched,adjective: fixed firmly or securely,"By the time we reach 60-years old, most of our habits are so entrenched that it is difficult for us to change.",,,
enumerate,"verb: determine the number or amount of
verb: specify individually, one by one","The survey enumerates the number of happy workers and the number of unhappy workers.
I sat and listened as she enumerated all of the things she did not like about the past three months.",,,
ephemeral,adjective: lasting a very short time,"The lifespan of a mayfly is ephemeral, lasting from a few hours to a couple of days.",,,
epigram,noun: a witty saying,"My favorite epigram from Mark Twain is ""A man who carries a cat by the tail learns something he can learn no other way.""",,,
epiphany,noun: a sudden revelation or moment of insight,Gary one day had an epiphany that he was a people person; he prompty quit his factory job and began working as a salesman.,,,
eponym,noun: the name derived from a person (real or imaginary); the person for whom something is named,"Alexandria, Egypt is an eponym because it is named after Alexander the Great.",,,
equitable,adjective: fair to all parties as dictated by reason and conscience,The equitable distribution of ice cream to a group of 5 year olds will ensure little to no fighting—at least until the ice cream is gone.,,,
equivocal,adjective: confusing or ambiguous,The findings of the study were equivocal—the two researchers had different opinions on what the results signified.,,,
equivocate,"verb: to speak vaguely, usually with the intention to mislead or deceive","After Sharon brought the car home an hour after her curfew, she equivocated when her parents pointedly asked her where she had been.",,,
eradicate,verb: to completely destroy,"I tried eradicating the mosquitos in my apartment with a rolled up newspaper, but there were too many of them.",,,
err,verb: to make an error,"He erred in thinking that ""indigent"" and ""indignant"" were synonyms.",,,
errant,adjective: to be wandering; not sticking to a circumscribed path,"Unlike his peers, who spent their hours studying in the library, Matthew preferred errant walks through the university campus.",,,
erratic,adjective: unpredictable; strange and unconventional,"It came as no surprise to pundits that the President’s attempt at re-election floundered; even during his term, support for his policies was erratic, with an approval rating jumping anywhere from 30 to 60 percent.",,,
ersatz,adjective: not real or genuine; phony,"The car dealer's ersatz laughter was immediately followed by a price quote, one that Shelley found highly inflated.",,,
erudite,adjective: having or showing profound knowledge,"Before the Internet, the library was typically were you would find erudite readers.",,,
eschew,verb: avoid and stay away from deliberately; stay clear of,Politicians are the masters of eschewing morals; academics are the masters of eschewing clarity.,,,
esoteric,adjective: confined to and understandable by only an enlightened inner circle,"Map collecting is an esoteric hobby to most, but to geography geeks it is a highly enjoyable pasttime.",,,
espouse,verb: to adopt or support an idea or cause,"As a college student, Charlie espoused Marxism, growing his beard out and railing against the evils of the free-market.",,,
estimable,adjective: deserving of esteem and respect,"After serving thirty years, in which he selflessly served the community, Judge Harper was one of the more estimable people in town.",,,
ethereal,adjective: characterized by lightness and insubstantiality,"Because she dances with an ethereal style, ballet critics have called her Madame Butterfly.",,,
euphoria,noun: a feeling of great (usually exaggerated) elation,The euphoria of winning her first gold medal in the 100 meter dash overwhelmed Shelly-Ann Fraser and she wept tears of immense joy.,,,
evanescent,adjective: tending to vanish like vapor,The storm flashed into existence above us and lasted only a short time—an evanescent turbulence of wind and cloud.,,,
evasive,"adjective: avoiding or escaping from difficulty or danger or commitment
adjective: deliberately vague or ambiguous","His responses were clearly evasive; he obviously did not want to take on any responsibility or any new work.
Every time I call the bank, I receive the same evasive answers about our mortgage and never get a clear response.",,,
evenhanded,adjective: without partiality,Teachers often have trouble being evenhanded to all of their varied students.,,,
exacerbate,verb: make worse,"Her sleeplessness exacerbated her cold--when she woke up the next day, her sinuses were completely blocked.",,,
exacting,adjective: requiring and demanding accuracy,"Though his childhood piano teacher was so exacting, Max is thankful now, as a professional pianist.",,,
exalt,verb: praise or glorify,"The teenagers exalted the rock star, covering their bedrooms with posters of him.",,,
exasperate,verb: to irritate intensely,"As a child, I exasperated my mother with strings of never-ending questions.",,,
excoriate,verb: to criticize very harshly,"Entrusted with the prototype to his company’s latest smartphone, Larry, during a late night karaoke bout, let the prototype slip into the hands of a rival company—the next day Larry was excoriated, and then fired.",,,
excruciating,adjective: extremely painful,"After the boulder rolled a couple of feet, pinning my friend's arm, he experienced excruciating pain.",,,
execrate,verb: to curse and hiss at,"Though the new sitcom did decently in the ratings, Nelson railed against the show, saying that it was nothing more than an execrable pastiche of tired cliché’s and canned laughter.",,,
exegesis,"noun: critical explanation or analysis, especially of a text",The Bible is fertile ground for exegesis—over the past five centuries there have been as many interpretations as there are pages in the Old Testament.,,,
exemplar,noun: something to be imitated,"Lena's homework is on the wall because it is an exemplar of clean, neat, and thoughtful work.",,,
exemplify,"verb: be characteristic of
verb: clarify by giving an example of","Lincoln exemplified the best of not only America, but also the potential greatness that exists within each person.
Please present some case studies that exemplify the results that you claim in your paper.",,,
exhort,verb: to strongly urge on; encourage,"Nelson’s parents exhorted him to study medicine, urging him to choose a respectable profession; intransigent, Nelson left home to become a graffiti artist.",,,
exiguity,noun: the quality of being meager,"After two months at sea, the exiguity of the ship's supplies forced them to search for fresh water and food.",,,
exorbitant,adjective: greatly exceeding bounds of reason or moderation,"Shelley made one exorbitant purchase after another, buying new clothes and taking vacations even though she earned a limited salary.",,,
expansive,"adjective: communicative, and prone to talking in a sociable manner","After a few sips of cognac, the octogenarian shed his irascible demeanor and became expansive, speaking fondly of the “good old days”.",,,
expound,verb: add details or explanation; clarify the meaning; state in depth,"The CEO refused to expound on the decision to merge our department with another one, and so I quit.",,,
expound,verb: add details or explanation; clarify the meaning; state in depth,"The CEO refused to expound on the decision to merge our department with another one, and so I quit.",,,
expunge,verb: to eliminate completely,"When I turned 18, all of the shoplifting and jaywalking charges were expunged from my criminal record.",,,
expurgate,verb: to remove objectionable material,,,,
extant,adjective: still in existence (usually refers to documents).,"Despite many bookstores closing, experts predict that some form of book dealing will still be extant generations from now.",,,
extenuating,adjective: making less guilty or more forgivable,The jury was hardly moved by the man’s plea that his loneliness was an extenuating factor in his crime of dognapping a prized pooch.,,,
extrapolate,verb: draw from specific cases for more general cases,"By extrapolating from the data on the past three months, we can predict a 5% increase in traffic to our website.",,,
facetious,adjective: cleverly amusing in tone,Facetious behavior will not be tolerated during sex eduation class; it's time for all of you to treat these matters like mature adults.,,,
facile,adjective: arrived at without due care or effort; lacking depth,"Many news shows provide facile explanations to complex politics, so I prefer to read the in-depth reporting of The New York Times.",,,
factious,"adjective: produced by, or characterized by internal dissension","The controversial bill proved factious, as dissension even within parties resulted",,,
factitious,adjective: artificial; not natural,The defendant’s story was largely factitious and did not accord with eyewitness testimonies,,,
fallacious,adjective: of a belief that is based on faulty reasoning,adjective: of a belief that is based on faulty reasoning,,,
fastidious,adjective: overly concerned with details; fussy,"Whitney is fastidious about her shoes, arranging them on a shelf in a specific order, each pair evenly spaced.",,,
fawn,verb: try to gain favor by extreme flattery,"The media fawned over the handsome new CEO, praising his impeccable sense of style instead of asking more pointed questions.",,,
feckless,adjective: lazy and irresponsible,"Two years after graduation, Charlie still lived with his parents and had no job, becoming more feckless with each passing day.",,,
fecund,adjective: intellectually productive,"The artist had entered a fecund period, producing three masterpieces in the span of two months.",,,
fell,adjective: terribly evil,"For fans of the Harry Potter series, the fell Lord Voldemort, who terrorized poor Harry for seven lengthy installments, has finally been vanquished by the forces of good—unless, that is, JK Rowling decides to come out of retirement.",,,
ferret,verb: to search for something persistently,"Ever the resourceful lexicographer, Fenton was able to ferret out the word origin of highly obscure words.",,,
fete,verb: to celebrate a person,"After World War II, war heroes were feted at first but quickly forgotten.",,,
fickle,"adjective: liable to sudden unpredictable change, esp. in affections or attachments","She was so fickle in her politics, it was hard to pinpoint her beliefs; one week she would embrace a side, and the next week she would denounce it.",,,
finagle,verb: achieve something by means of trickery or devious methods,Steven was able to finagle one of the last seats on the train by convincing the conductor that his torn stub was actually a valid ticket.,,,
firebrand,noun: someone who deliberately creates trouble,"Freddie is a firebrand: every time he walks into the office, he winds up at the center of heated argument.",,,
flag,"verb: droop, sink, or settle from or as if from pressure or loss of tautness; become less intense","After the three crushing defeats in the last three games, the team's enthusiasm began to flag.",,,
fledgling,adjective: young and inexperienced; describing any new participant in some activity,"Murray has years of experience in family practice, but he is just a fledgling in surgery.",,,
fleece,verb: to deceive,Many people have been fleeced by Internet scams and never received their money back.,,,
flippant,adjective: showing inappropriate levity,"Although Sam was trying to honor Mark's sense of humor, many found it quite flippant that he wore a comic nose and glasses mask to Mark's funeral.",,,
flounder,verb: behave awkwardly; have difficulties,"Sylvia has excelled at advanced calculus, but ironically, when she has deal with taxes, she flounders.",,,
flummox,verb: be a mystery or bewildering to,Mary's behavior completely flummoxes me: I never have any idea what her motivations might be.,,,
flush,adjective: to be in abundance,"The exam's passage is flush with difficult words, words that you may have learned only yesterday.",,,
flux,noun: a state of uncertainty about what should be done (usually following some important event),"Ever since Elvira resigned as the head of marketing, everything about our sales strategy has been in a state of flux.",,,
foible,noun: a behavioral attribute that is distinctive and peculiar to an individual,"When their new roommate sat staring at an oak tree for an hour, Marcia thought it indicated a mental problem, but Jeff assured her it was a harmless foible.",,,
foment,verb: try to stir up public opinion,"After having his pay cut, Phil spread vicious rumors about his boss, hoping to foment a general feeling of discontent.",,,
foolhardy,adjective: marked by defiant disregard for danger or consequences,"The police regularly face dangerous situations, so for a police officer not to wear his bullet-proof vest is foolhardy.",,,
forlorn,adjective: marked by or showing hopelessness,"After her third pet dog died, Marcia was simply forlorn: this time even the possibility of buying a new dog no longer held any joy.",,,
forthcoming,"adjective: available when required or as promised
adjective: at ease in talking to others","The President announced that the senators were about to reach a compromise, and that he was eager to read the forthcoming details of the bill.
As a husband, Larry was not forthcoming: if Jill didn't demand to know details, Larry would never share them with her.",,,
forthright,adjective: characterized by directness in manner or speech; without subtlety or evasion,"I did not expect the insurance agent to give us any straight answers, but I was pleasantly surprised by how forthright he was.",,,
fortuitous,adjective: occurring by happy chance; having no cause or apparent cause,"While the real objects are vastly different sizes in space, the sun and the moon seem to have the same fortuitous size in the sky.",,,
fractious,adjective: irritable and is likely to cause disruption,"We rarely invite my fractious Uncle over for dinner; he always complains about the food, and usually launches into a tirade on some touchy subject.",,,
frivolous,adjective: not serious in content or attitude or behavior,"Compared to Juliet's passionate concern for human rights, Jake's non-stop concern about football seems somewhat frivolous.",,,
frugal,adjective: not spending much money (but spending wisely),"Monte was no miser, but was simply frugal, wisely spending the little that he earned.",,,
frustrate,"verb: hinder or prevent (the efforts, plans, or desires) of","I thought I would finish writing the paper by lunchtime, but a number of urgent interruptions served to frustrate my plan.",,,
furtive,adjective: marked by quiet and caution and secrecy; taking pains to avoid being observed,"While at work, George and his boss Regina felt the need to be as furtive as possible about their romantic relationship.",,,
futile,adjective: producing no result or effect; unproductive of success,"I thought I could repair the car myself, but after two days of work with no success, I have to admit that my efforts were futile.",,,
gaffe,noun: a socially awkward or tactless act,"In a famous gaffe, Vice President Quayle attempted to correct the spelling of a grade school student, only to find that the child was correct.",,,
gainsay,verb: deny or contradict; speak against or oppose,"I can't gainsay a single piece of evidence James has presented, but I still don't trust his conclusion.",,,
gall,"noun: the trait of being rude and impertinent
noun: feeling of deep and bitter anger and ill-will","Even though Carly was only recently hired, she had the gall to question her boss's judgment in front of the office.
In an act of gall, Leah sent compromising photos of her ex-boyfriend to all his co-workers and professional contacts.",,,
galvanize,verb: to excite or inspire (someone) to action,"At mile 23 of his first marathon, Kyle had all but given up, until he noticed his friends and family holding a banner that read, “Go Kyle”; galvanized, he broke into a gallop, finishing the last three miles in less than 20 minutes.",,,
gambit,"noun: a maneuver or risk in a game or conversation, designed to secure an advantage","Randy played a gambit, telling his boss that he would leave at the end of the week if he didn't get a raise.",,,
garrulous,adjective: full of trivial conversation,"Lynne was garrulous: once, she had a fifteen minute conversation with a stranger before she realized the woman didn't speak English.",,,
gauche,adjective: lacking social polish,"Sylvester says the most gauche things, such as telling a girl he liked that she was much prettier when she wore makeup.",,,
genial,"adjective: agreeable, conducive to comfort",Betty is a genial young woman: everyone she meets is put at ease by her elegance and grace.,,,
genteel,adjective: marked by refinement in taste and manners,A live string quartet would provide a more genteel air to the wedding than would a folk singer.,,,
germane,adjective: relevant and appropriate,"The professor wanted to tell the jury in detail about his new book, but the lawyer said it wasn't germane to the charges in the cases.",,,
